"","SRR5116489.means","SRR5116490.means","SRR5116491.means","SRR5116492.means","SRR5116493.means","SRR5116494.means","SRR5116495.means","SRR5116496.means"
"hsa-miR-4675",0,0,0,0,0,0,0,0
"hsa-miR-4676-3p",1,0,0,0,0,0,0,0
"hsa-miR-4676-5p",0,0,0,0,0,0,1,0
"hsa-miR-4677-3p",4,1,4,22,10,15,18,30
"hsa-miR-4677-5p",0,0,0,1,1,0,2,1
"hsa-miR-4678",0,0,0,0,0,0,0,0
"hsa-miR-4679",0,0,0,0,0,0,0,0
"hsa-miR-4680-3p",0,0,0,0,0,0,0,0
"hsa-miR-4680-5p",0,0,0,0,0,0,0,0
"hsa-miR-4681",0,0,0,0,0,0,0,0
"hsa-miR-4682",0,1,0,0,0,0,1,0
"hsa-miR-4683",0,1,0,0,0,0,0,0
"hsa-miR-4684-3p",0,0,0,0,0,0,0,0
"hsa-miR-4684-5p",0,0,0,0,0,0,0,0
"hsa-miR-4685-3p",0,0,0,0,0,0,0,0
"hsa-miR-4685-5p",0,0,0,0,0,0,0,0
"hsa-miR-4686",0,0,0,0,0,0,0,0
"hsa-miR-4687-3p",0,0,0,0,0,0,0,0
"hsa-miR-4687-5p",0,0,0,0,0,0,0,0
"hsa-miR-4688",1,0,0,3,0,1,1,0
"hsa-miR-4689",0,0,0,0,0,0,1,0
"hsa-miR-4690-3p",0,0,0,0,0,0,0,1
"hsa-miR-4690-5p",0,0,0,1,0,1,0,0
"hsa-miR-4691-3p",0,0,0,0,0,0,1,0
"hsa-miR-4691-5p",0,0,0,0,0,0,0,0
"hsa-miR-4692",0,0,0,0,0,0,0,0
"hsa-miR-4693-3p",0,0,0,0,0,0,0,0
"hsa-miR-4693-5p",0,0,0,0,0,0,0,0
"hsa-miR-4694-3p",0,0,0,0,0,0,0,0
"hsa-miR-4694-5p",0,0,0,0,0,0,0,0
"hsa-miR-4695-3p",0,0,0,0,0,0,0,0
"hsa-miR-4695-5p",0,0,0,0,0,0,0,0
"hsa-miR-4696",0,0,0,0,0,0,0,0
"hsa-miR-4697-3p",2,1,1,0,0,1,1,0
"hsa-miR-4697-5p",0,0,0,0,0,0,0,0
"hsa-miR-4698",0,0,0,0,0,0,0,0
"hsa-miR-4699-3p",0,0,0,0,0,0,0,0
"hsa-miR-4699-5p",0,0,0,0,0,0,0,0
"hsa-miR-4700-3p",0,0,0,0,0,0,0,0
"hsa-miR-4700-5p",0,0,0,0,0,0,0,0
"hsa-miR-4701-3p",0,0,0,0,0,0,0,0
"hsa-miR-4701-5p",0,0,0,0,0,0,0,0
"hsa-miR-4703-3p",0,0,0,0,0,0,0,0
"hsa-miR-4703-5p",0,0,0,0,0,0,0,0
"hsa-miR-4704-3p",0,0,0,0,0,0,0,0
"hsa-miR-4704-5p",0,0,0,0,0,0,0,0
"hsa-miR-4705",0,0,0,0,0,0,0,0
"hsa-miR-4706",0,0,0,0,0,0,0,0
"hsa-miR-4707-3p",0,0,0,3,0,0,1,0
"hsa-miR-4707-5p",0,0,0,0,0,0,3,1
"hsa-miR-4708-3p",0,0,0,0,0,0,0,0
"hsa-miR-4708-5p",0,0,0,0,0,0,0,0
"hsa-miR-4709-3p",0,0,0,0,0,0,1,1
"hsa-miR-4709-5p",0,0,0,1,1,0,0,0
"hsa-miR-4710",0,0,0,0,0,0,0,0
"hsa-miR-4711-3p",0,0,0,0,0,0,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0
"hsa-miR-4712-3p",0,0,0,0,0,0,0,0
"hsa-miR-4712-5p",0,0,0,0,0,0,0,0
"hsa-miR-4713-3p",0,0,0,0,0,0,0,0
"hsa-miR-4713-5p",0,0,0,0,0,0,0,0
"hsa-miR-4714-3p",0,0,0,0,0,1,0,0
"hsa-miR-4714-5p",0,0,0,0,0,0,0,0
"hsa-miR-4715-3p",0,0,0,0,0,0,0,0
"hsa-miR-4715-5p",0,0,0,0,0,0,0,0
"hsa-miR-4716-3p",0,0,0,0,0,0,0,0
"hsa-miR-4716-5p",0,0,0,0,0,0,0,0
"hsa-miR-4717-3p",0,0,0,0,0,1,1,0
"hsa-miR-4717-5p",0,0,0,0,0,0,0,0
"hsa-miR-4718",0,0,0,0,0,0,0,0
"hsa-miR-4719",0,0,0,0,0,0,0,0
"hsa-miR-4720-3p",0,0,0,0,0,0,0,0
"hsa-miR-4720-5p",0,1,0,0,0,0,0,0
"hsa-miR-4721",0,0,0,0,0,0,0,0
"hsa-miR-4722-3p",0,0,0,0,0,0,0,0
"hsa-miR-4722-5p",0,0,1,0,0,0,0,0
"hsa-miR-4723-3p",0,0,0,0,0,0,0,0
"hsa-miR-4723-5p",0,0,0,0,0,0,0,0
"hsa-miR-4724-3p",0,0,0,0,0,0,0,0
"hsa-miR-4724-5p",0,0,0,0,0,0,0,0
"hsa-miR-4725-3p",0,0,0,2,0,0,0,0
"hsa-miR-4725-5p",0,0,0,0,0,0,0,0
"hsa-miR-4726-3p",0,0,0,0,0,0,0,0
"hsa-miR-4726-5p",0,0,0,0,0,0,1,0
"hsa-miR-4727-3p",0,0,0,0,0,1,0,0
"hsa-miR-4727-5p",0,0,0,0,0,0,0,0
"hsa-miR-4728-3p",0,1,0,0,0,0,0,0
"hsa-miR-4728-5p",0,0,0,0,0,0,0,0
"hsa-miR-4729",0,0,0,0,0,0,0,0
"hsa-miR-4730",0,0,0,0,0,0,0,0
"hsa-miR-4731-3p",0,0,0,0,0,0,0,0
"hsa-miR-4731-5p",0,0,0,0,0,0,0,0
"hsa-miR-4732-3p",0,0,0,0,0,0,0,0
"hsa-miR-4732-5p",0,0,0,0,0,0,0,0
"hsa-miR-4733-3p",0,0,0,0,0,0,0,0
"hsa-miR-4733-5p",0,0,0,0,1,0,0,1
"hsa-miR-4734",0,0,0,0,0,0,0,0
"hsa-miR-4735-3p",0,0,0,0,0,0,0,0
"hsa-miR-4735-5p",0,0,0,0,0,0,0,0
"hsa-miR-4736",0,0,0,0,0,0,0,0
"hsa-miR-4737",0,0,0,0,0,0,0,0
"hsa-miR-4738-3p",0,1,0,0,0,2,1,1
"hsa-miR-4738-5p",0,0,0,0,0,0,0,0
"hsa-miR-4739",0,0,0,0,0,0,0,0
"hsa-miR-4740-3p",0,0,0,0,0,0,0,0
"hsa-miR-4740-5p",0,0,0,0,0,0,0,0
"hsa-miR-4741",0,1,0,1,0,1,2,0
"hsa-miR-4742-3p",0,0,0,1,2,1,3,0
"hsa-miR-4742-5p",0,0,0,0,0,1,0,0
"hsa-miR-4743-3p",0,0,0,0,1,0,0,0
"hsa-miR-4743-5p",0,0,0,0,0,0,0,0
"hsa-miR-4744",0,0,0,0,0,0,0,0
"hsa-miR-4745-3p",0,0,1,1,0,0,2,0
"hsa-miR-4745-5p",1,0,1,1,2,0,3,2
"hsa-miR-4746-3p",0,0,0,0,0,0,0,0
"hsa-miR-4746-5p",0,1,1,10,3,3,2,8
"hsa-miR-4747-3p",0,0,0,0,0,0,0,0
"hsa-miR-4747-5p",0,0,0,0,0,0,0,0
"hsa-miR-4748",0,0,0,0,0,0,0,0
"hsa-miR-4749-3p",0,0,0,0,0,0,0,0
"hsa-miR-4749-5p",0,0,0,0,0,0,0,0
"hsa-miR-4750-3p",0,0,0,0,0,0,0,0
"hsa-miR-4750-5p",0,0,0,0,0,0,0,0
"hsa-miR-4751",0,0,0,0,0,0,0,0
"hsa-miR-4752",0,0,0,0,0,0,0,0
"hsa-miR-4753-3p",0,0,0,0,0,0,0,0
"hsa-miR-4753-5p",0,0,0,0,0,0,0,0
"hsa-miR-4754",0,0,0,0,0,0,0,0
"hsa-miR-4755-3p",0,0,0,0,0,2,1,0
"hsa-miR-4755-5p",0,0,0,1,0,0,1,0
"hsa-miR-4756-3p",0,0,0,0,0,0,0,0
"hsa-miR-4756-5p",0,0,0,0,0,0,0,0
"hsa-miR-4757-3p",0,0,0,0,0,0,1,1
"hsa-miR-4757-5p",0,0,0,0,0,0,0,0
"hsa-miR-4758-3p",0,0,0,0,0,0,0,0
"hsa-miR-4758-5p",0,0,0,0,0,0,0,0
"hsa-miR-4759",0,0,0,0,0,0,0,0
"hsa-miR-4760-3p",0,0,0,0,0,0,0,0
"hsa-miR-4760-5p",0,0,0,3,0,0,0,0
"hsa-miR-4761-3p",1,0,1,1,1,0,0,1
"hsa-miR-4761-5p",0,0,0,0,0,0,0,0
"hsa-miR-4762-3p",0,0,0,0,0,0,0,0
"hsa-miR-4762-5p",0,0,0,3,1,0,3,4
"hsa-miR-4763-3p",0,0,0,0,0,0,0,0
"hsa-miR-4763-5p",0,0,0,0,0,0,0,0
"hsa-miR-4764-3p",0,0,0,0,0,0,0,0
"hsa-miR-4764-5p",0,0,0,0,0,0,0,0
"hsa-miR-4765",0,1,0,0,0,0,0,0
"hsa-miR-4766-3p",0,0,0,1,0,0,0,0
"hsa-miR-4766-5p",0,0,0,0,0,0,0,0
"hsa-miR-4767",0,0,0,1,0,1,0,1
"hsa-miR-4768-3p",0,0,0,0,0,0,0,0
"hsa-miR-4768-5p",0,2,1,3,1,2,4,3
"hsa-miR-4769-3p",0,0,0,0,0,1,1,0
"hsa-miR-4769-5p",0,0,0,0,0,0,0,0
"hsa-miR-4770",0,0,0,0,0,0,0,0
"hsa-miR-4771",0,0,0,0,0,0,0,0
"hsa-miR-4772-3p",0,0,0,0,0,0,0,0
"hsa-miR-4772-5p",0,0,0,0,0,0,0,0
"hsa-miR-4773",0,0,0,0,0,0,0,0
"hsa-miR-4774-3p",0,0,0,0,0,0,0,0
"hsa-miR-4774-5p",0,0,0,0,0,0,0,0
"hsa-miR-4775",2,3,5,14,9,5,12,13
"hsa-miR-4776-3p",0,0,0,0,0,0,0,0
"hsa-miR-4776-5p",0,0,0,0,0,0,0,0
"hsa-miR-4777-3p",0,0,0,0,0,0,0,0
"hsa-miR-4777-5p",0,0,0,0,0,0,0,0
"hsa-miR-4778-3p",0,0,0,0,0,0,0,0
"hsa-miR-4778-5p",0,0,0,0,0,0,0,0
"hsa-miR-4779",0,0,0,0,0,0,0,0
"hsa-miR-4780",0,0,0,0,0,0,0,0
"hsa-miR-4781-3p",0,0,1,1,0,0,1,1
"hsa-miR-4781-5p",0,0,0,0,0,0,0,0
"hsa-miR-4782-3p",0,0,0,0,0,0,0,0
"hsa-miR-4782-5p",0,0,0,0,0,0,0,0
"hsa-miR-4783-3p",0,0,0,0,0,0,0,0
"hsa-miR-4783-5p",0,0,0,0,0,0,0,0
"hsa-miR-4784",0,0,0,0,0,0,0,0
"hsa-miR-4785",1,4,0,3,3,0,3,2
"hsa-miR-4786-3p",0,0,0,0,0,0,0,0
"hsa-miR-4786-5p",0,0,0,0,0,0,0,1
"hsa-miR-4787-3p",0,0,0,0,0,0,0,0
"hsa-miR-4787-5p",0,0,0,0,0,0,0,0
"hsa-miR-4788",0,0,1,0,0,1,0,0
"hsa-miR-4789-3p",0,0,0,0,0,0,0,0
"hsa-miR-4789-5p",0,0,0,0,0,0,0,0
"hsa-miR-4790-3p",0,0,0,0,0,0,0,0
"hsa-miR-4790-5p",0,0,0,0,0,0,0,0
"hsa-miR-4791",1,0,0,0,0,0,0,0
"hsa-miR-4793-3p",0,0,0,0,0,0,0,0
"hsa-miR-4793-5p",0,0,0,0,0,0,0,0
"hsa-miR-4794",0,0,0,0,0,0,0,0
"hsa-miR-4795-3p",0,1,0,0,0,0,0,0
"hsa-miR-4795-5p",0,0,0,0,0,0,0,0
"hsa-miR-4796-3p",0,0,0,0,1,0,0,0
"hsa-miR-4796-5p",0,0,0,0,0,0,0,0
"hsa-miR-4797-3p",1,0,2,1,1,1,6,0
"hsa-miR-4797-5p",0,0,0,0,0,0,0,0
"hsa-miR-4798-3p",0,0,0,0,0,0,0,0
"hsa-miR-4798-5p",0,0,0,0,0,0,0,0
"hsa-miR-4799-3p",0,0,0,0,0,0,0,0
"hsa-miR-4799-5p",0,0,0,0,0,0,0,0
"hsa-miR-4800-3p",0,0,0,0,0,0,1,0
"hsa-miR-4800-5p",0,0,0,0,0,0,0,0
"hsa-miR-4801",0,0,0,0,0,0,0,0
"hsa-miR-4802-3p",0,0,0,0,0,0,0,1
"hsa-miR-4802-5p",0,0,0,0,0,0,0,0
"hsa-miR-4803",0,0,0,0,0,0,0,0
"hsa-miR-4804-3p",0,0,1,0,0,0,0,0
"hsa-miR-4804-5p",0,0,0,1,0,3,0,3
"hsa-miR-483-3p",0,0,0,0,0,1,0,0
"hsa-miR-483-5p",0,0,0,0,0,0,0,0
"hsa-miR-484",113,104,113,512,127,168,389,325
"hsa-miR-485-3p",2,15,0,19,1,7,1,4
"hsa-miR-485-5p",1,12,0,9,1,11,2,3
"hsa-miR-486-3p",0,0,0,0,0,0,1,0
"hsa-miR-486-5p",9,14,5,41,20,26,29,14.5
"hsa-miR-487a-3p",0,3,0,6,0,5,2,6
"hsa-miR-487a-5p",0,0,0,0,0,0,0,0
"hsa-miR-487b-3p",2,11,0,12,3,11,4,7
"hsa-miR-487b-5p",0,0,0,0,0,0,0,0
"hsa-miR-488-3p",0,0,0,2,0,0,0,0
"hsa-miR-488-5p",0,0,0,0,0,0,0,0
"hsa-miR-489-3p",0,0,1,0,0,0,0,0
"hsa-miR-489-5p",0,0,0,0,0,0,0,0
"hsa-miR-490-3p",0,0,0,0,0,0,0,0
"hsa-miR-490-5p",0,0,0,0,0,0,0,0
"hsa-miR-491-3p",0,0,0,0,0,1,0,1
"hsa-miR-491-5p",0,0,0,0,0,0,0,0
"hsa-miR-492",0,0,0,0,0,0,0,0
"hsa-miR-493-3p",1,22,1,38,2,21,5,19
"hsa-miR-493-5p",0,15,0,34,2,20,3,11
"hsa-miR-494-3p",0,3,0,6,1,7,1,1
"hsa-miR-494-5p",0,0,0,0,0,0,0,0
"hsa-miR-495-3p",0,3,1,5,3,3,1,0
"hsa-miR-495-5p",0,0,0,0,0,0,0,0
"hsa-miR-496",0,0,0,1,0,0,0,0
"hsa-miR-497-3p",0,0,0,0,0,0,0,0
"hsa-miR-497-5p",4,6,4,12,10,7,10,0
"hsa-miR-498-3p",0,0,0,0,0,0,0,0
"hsa-miR-498-5p",0,0,0,0,0,0,0,0
"hsa-miR-4999-3p",0,0,0,1,0,0,1,1
"hsa-miR-4999-5p",0,1,2,2,0,0,0,0
"hsa-miR-499a-3p",0,0,0,0,0,0,0,0
"hsa-miR-499a-5p",0,0,2,1,1,0,2,0
"hsa-miR-499b-3p",0,0,0,0,0,0,0,0
"hsa-miR-499b-5p",0,0,0,0,0,0,0,0
"hsa-miR-5000-3p",0,0,0,3,0,0,2,2
"hsa-miR-5000-5p",0,0,0,0,0,0,0,0
"hsa-miR-5001-3p",1,0,0,3,1,0,4,0
"hsa-miR-5001-5p",0,0,0,1,0,1,0,1
"hsa-miR-5002-3p",0,0,0,0,0,0,0,0
"hsa-miR-5002-5p",0,0,0,0,0,0,0,0
"hsa-miR-5003-3p",0,0,0,0,0,1,0,0
"hsa-miR-5003-5p",0,0,0,0,0,0,0,0
"hsa-miR-5004-3p",0,0,0,0,0,0,0,0
"hsa-miR-5004-5p",0,0,0,0,0,0,0,0
"hsa-miR-5006-3p",0,0,0,0,0,1,0,0
"hsa-miR-5006-5p",0,0,0,0,0,0,0,0
"hsa-miR-5007-3p",0,0,0,0,0,0,0,0
"hsa-miR-5007-5p",0,0,0,0,0,0,0,0
"hsa-miR-5008-3p",1,0,0,0,3,3,2,1
"hsa-miR-5008-5p",0,0,0,0,1,0,0,0
"hsa-miR-5009-3p",0,0,0,0,0,0,0,0
"hsa-miR-5009-5p",0,1,0,1,0,1,1,0
"hsa-miR-500a-3p",111,137,225,662,249,233,462,455
"hsa-miR-500a-5p",1,4,2,10,9,6,8,8
"hsa-miR-500b-3p",0,0,0,0,2,1,1,0
"hsa-miR-500b-5p",0,0,0,0,5,3,4,1
"hsa-miR-501-3p",82,134,233,542,240,253,357,259
"hsa-miR-501-5p",5,3,5,20,11,7,15,8
"hsa-miR-5010-3p",4,1,4,6,5,5,2,4
"hsa-miR-5010-5p",1,1,1,1,1,2,1,1
"hsa-miR-5011-3p",0,0,0,0,0,0,0,0
"hsa-miR-5011-5p",0,0,0,1,0,0,0,0
"hsa-miR-502-3p",25,16,29,60,50,31,59,22
"hsa-miR-502-5p",3,3,6,3,4,2,5,0
"hsa-miR-503-3p",0,4,0,12,2,3,2,5
"hsa-miR-503-5p",7,6,4,16,13,17,18,19
"hsa-miR-504-3p",0,0,0,0,0,0,0,0
"hsa-miR-504-5p",0,0,0,0,0,0,0,0
"hsa-miR-5047",0,0,0,0,0,0,0,0
"hsa-miR-505-3p",17,13,19,96,50,27,60,38
"hsa-miR-505-5p",3,0,1,4,4,6,10,7
"hsa-miR-506-3p",0,1,0,6,0,0,0,5
"hsa-miR-506-5p",0,0,0,0,0,0,0,0
"hsa-miR-507",0,0,0,0,0,0,0,0
"hsa-miR-508-3p",0,5,1,59,0,1,0,27
"hsa-miR-508-5p",0,1,0,15,0,0,0,1
"hsa-miR-5087",0,0,0,0,0,0,0,0
"hsa-miR-5088-3p",0,0,0,0,0,0,0,0
"hsa-miR-5088-5p",0,0,0,0,0,0,0,2
"hsa-miR-5089-3p",0,0,0,0,0,0,0,0
"hsa-miR-5089-5p",0,0,0,0,0,0,0,0
"hsa-miR-509-3-5p",0,2,0,22,0,0,0,6
"hsa-miR-509-3p",1,40,1,488,6,4,2,178
"hsa-miR-509-5p",0,0,0,0,0,0,0,2
"hsa-miR-5090",0,0,0,0,0,0,0,0
"hsa-miR-5091",1,0,0,0,0,1,0,0
"hsa-miR-5092",0,0,1,2,0,0,1,3
"hsa-miR-5093",0,0,0,0,0,0,0,0
"hsa-miR-5094",0,1,1,4,1,0,5,2
"hsa-miR-510-3p",0,0,0,0,0,0,0,0
"hsa-miR-510-5p",0,0,0,2,0,0,0,2
"hsa-miR-5100",0,0,0,0,0,0,0,0
"hsa-miR-511-3p",0,0,0,0,0,0,0,0
"hsa-miR-511-5p",0,0,0,0,0,0,0,0
"hsa-miR-512-3p",0,0,0,0,1,0,0,0
"hsa-miR-512-5p",0,0,0,0,0,0,0,0
"hsa-miR-513a-3p",0,0,0,0,0,0,0,0
"hsa-miR-513a-5p",0,2,0,5,0,0,0,0
"hsa-miR-513b-3p",0,0,0,0,0,0,0,0
"hsa-miR-513b-5p",0,1,0,2,0,0,0,1
"hsa-miR-513c-3p",0,0,0,1,0,0,0,1
"hsa-miR-513c-5p",0,0,0,5,0,0,0,0
"hsa-miR-514a-3p",0,5,0,34,0,0,0,10
"hsa-miR-514a-5p",1,0,0,1,0,0,0,3
"hsa-miR-514b-3p",0,1,0,0,0,0,0,0
"hsa-miR-514b-5p",0,0,0,0,0,0,0,1
"hsa-miR-515-3p",0,0,0,0,0,0,0,0
"hsa-miR-515-5p",0,0,0,0,0,0,0,1
"hsa-miR-516a-3p",0,0,0,0,0,0,0,0
"hsa-miR-516a-5p",0,0,0,0,0,0,0,0
"hsa-miR-516b-3p",0,0,0,0,0,0,0,0
"hsa-miR-516b-5p",0,0,0,0,0,0,0,0
"hsa-miR-517-5p",0,0,0,0,0,0,0,0
"hsa-miR-517a-3p",0,0,0,0,0,0,0,0
"hsa-miR-517b-3p",0,0,0,0,0,0,0,0
"hsa-miR-517c-3p",0,0,0,0,0,0,0,0
"hsa-miR-5186",0,0,0,0,0,0,0,0
"hsa-miR-5187-3p",0,0,0,0,0,0,0,1
"hsa-miR-5187-5p",0,0,0,0,0,0,0,0
"hsa-miR-5188",0,0,0,2,0,0,0,0
"hsa-miR-5189-3p",0,0,0,0,1,1,1,0
"hsa-miR-5189-5p",0,0,0,0,1,0,0,0
"hsa-miR-518a-3p",0,0,0,0,0,0,0,0
"hsa-miR-518a-5p",0,0,0,0,0,0,0,0
"hsa-miR-518b",0,0,0,0,0,0,0,0
"hsa-miR-518c-3p",0,0,0,0,0,0,1,0
"hsa-miR-518c-5p",0,0,0,0,0,0,0,0
"hsa-miR-518d-3p",0,0,0,0,0,0,0,0
"hsa-miR-518d-5p",0,0,0,0,0,0,0,0
"hsa-miR-518e-3p",0,0,0,0,0,0,0,0
"hsa-miR-518e-5p",0,0,0,0,0,0,0,0
"hsa-miR-518f-3p",0,0,0,0,0,0,0,0
"hsa-miR-518f-5p",0,0,0,0,0,0,0,0
"hsa-miR-5190",0,0,0,0,0,0,0,0
"hsa-miR-5191",0,0,0,0,0,0,0,0
"hsa-miR-5192",0,0,0,0,0,0,0,0
"hsa-miR-5193",0,0,0,0,0,0,0,0
"hsa-miR-5194",0,0,0,0,0,0,0,0
"hsa-miR-5195-3p",0,0,0,0,0,0,0,0
"hsa-miR-5195-5p",0,0,0,0,0,0,0,0
"hsa-miR-5196-3p",0,0,0,0,0,0,0,0
"hsa-miR-5196-5p",0,0,0,0,0,0,0,0
"hsa-miR-5197-3p",0,0,0,0,0,0,0,0
"hsa-miR-5197-5p",0,0,0,0,0,0,0,0
"hsa-miR-519a-2-5p",0,0,0,0,0,0,0,0
"hsa-miR-519a-3p",0,0,0,0,0,0,0,0
"hsa-miR-519a-5p",0,0,0,0,0,0,0,0
"hsa-miR-519b-3p",0,0,0,0,0,0,0,0
"hsa-miR-519b-5p",0,0,0,0,0,0,0,0
"hsa-miR-519c-3p",0,0,0,0,1,0,0,0
"hsa-miR-519c-5p",0,0,0,0,0,0,0,0
"hsa-miR-519d-3p",0,0,0,0,0,0,0,0
"hsa-miR-519d-5p",0,0,0,0,0,0,0,0
"hsa-miR-519e-3p",0,0,0,0,0,0,0,0
"hsa-miR-519e-5p",0,0,0,0,0,0,0,0
"hsa-miR-520a-3p",0,0,0,0,0,0,0,0
"hsa-miR-520a-5p",0,0,0,0,0,0,0,0
"hsa-miR-520b-3p",0,0,0,0,0,0,0,0
"hsa-miR-520b-5p",0,0,0,0,0,0,0,0
"hsa-miR-520c-3p",0,0,0,0,0,0,0,0
"hsa-miR-520c-5p",0,0,0,0,0,0,0,0
"hsa-miR-520d-3p",0,0,0,0,0,0,0,0
"hsa-miR-520d-5p",0,0,0,0,0,0,0,0
"hsa-miR-520e-3p",0,0,0,0,0,0,0,0
"hsa-miR-520e-5p",0,0,0,0,0,0,0,0
"hsa-miR-520f-3p",0,0,0,0,0,0,0,0
"hsa-miR-520f-5p",0,0,0,0,0,0,0,0
"hsa-miR-520g-3p",0,0,0,0,0,0,0,0
"hsa-miR-520g-5p",0,0,0,0,0,0,0,0
"hsa-miR-520h",0,0,0,0,0,0,0,0
"hsa-miR-521",0,0,0,0,0,0,0,0
"hsa-miR-522-3p",0,0,0,0,0,0,0,0
"hsa-miR-522-5p",0,0,0,0,0,0,0,0
"hsa-miR-523-3p",0,0,0,0,0,0,0,0
"hsa-miR-523-5p",0,0,0,0,0,0,0,0
"hsa-miR-524-3p",0,0,0,0,0,0,0,0
"hsa-miR-524-5p",0,0,0,0,0,0,0,0
"hsa-miR-525-3p",0,0,0,0,0,0,0,0
"hsa-miR-525-5p",0,0,0,0,0,0,0,0
"hsa-miR-526a-3p",0,0,0,0,0,0,0,0
"hsa-miR-526a-5p",0,0,0,0,0,0,0,0
"hsa-miR-526b-3p",0,0,0,0,0,0,0,0
"hsa-miR-526b-5p",0,0,0,0,0,0,0,0
"hsa-miR-527",0,0,0,0,0,0,0,0
"hsa-miR-532-3p",7,10,8,44,14,6,23,17
"hsa-miR-532-5p",202,124,242,479,316,201,404,231
"hsa-miR-539-3p",0,0,0,3,4,2,2,4
"hsa-miR-539-5p",0,2,0,4,0,1,0,0
"hsa-miR-541-3p",0,0,0,0,0,0,0,0
"hsa-miR-541-5p",0,0,0,0,1,0,0,0
"hsa-miR-542-3p",1,0,12,31,9,16,31,14
"hsa-miR-542-5p",0,0,2,5,1,0,1,5
"hsa-miR-543",1,12,0,21,5,15,5,10
"hsa-miR-544a",0,0,0,0,0,1,0,0
"hsa-miR-544b",0,0,0,0,0,0,0,0
"hsa-miR-545-3p",0,0,0,0,0,0,0,3
"hsa-miR-545-5p",0,0,1,3,1,1,4,1
"hsa-miR-548a-3p",0,0,0,0,0,0,0,1
"hsa-miR-548a-5p",0,0,0,1,0,0,0,0
"hsa-miR-548aa",0,0,0,1,1,0,0,0
"hsa-miR-548ab",1,0,0,1,3,1,0,0
"hsa-miR-548ac",0,0,0,0,0,0,0,0
"hsa-miR-548ad-3p",0,0,0,0,0,0,0,0
"hsa-miR-548ad-5p",0,0.6,1.8,4.6,1,2.6,3,1.8
"hsa-miR-548ae-3p",0,0,0,0,0,0,0,0
"hsa-miR-548ae-5p",0,0.6,1.8,4.6,1,2.6,3,1.8
"hsa-miR-548ag",0,0,0,0,0,0,0,0.5
"hsa-miR-548ah-3p",0,0,0.5,4,1,1,2,3.5
"hsa-miR-548ah-5p",0,0,0,1,0,0,0,0
"hsa-miR-548ai",0,0,0,0,1,0,0,0
"hsa-miR-548aj-3p",0,0,0,0,0,0,0,0
"hsa-miR-548aj-5p",0,0,0,1,0,1,0,1
"hsa-miR-548ak",0,0,0,0,0,0,0,0
"hsa-miR-548al",0,1,0,2,0,0,2,0
"hsa-miR-548am-3p",0,0,1,0,0,0,0,1
"hsa-miR-548am-5p",0,0,2,9.33333333333333,1.66666666666667,1.66666666666667,2,7.66666666666667
"hsa-miR-548an",0,0,0,0,0,1,0,0
"hsa-miR-548ao-3p",0,0,0,0,0,0,0,0
"hsa-miR-548ao-5p",0,0,0,0,0,0,0,0
"hsa-miR-548ap-3p",0,0,0,0.75,0.75,0,0,0
"hsa-miR-548ap-5p",0,0,0,3.5,0,2,0,1.5
"hsa-miR-548aq-3p",0,1,3,9,1,0,1,3
"hsa-miR-548aq-5p",0,0,0,1,0,1,1,1
"hsa-miR-548ar-3p",0,0,0,1,0,0,0,0
"hsa-miR-548ar-5p",0,0,0,1,0,0.75,0,0.75
"hsa-miR-548as-3p",0,0,0,0,0,0,0,0
"hsa-miR-548as-5p",0,0,0,0,0,0,1,0
"hsa-miR-548at-3p",0,0,0,0,0,0,0,0
"hsa-miR-548at-5p",0,0,1,1,0,1,1,0
"hsa-miR-548au-3p",0,0,0,0,0,0,0,0
"hsa-miR-548au-5p",0,0,2,8.75,1.75,1.5,1.5,6.25
"hsa-miR-548av-3p",1.2,2.8,3.2,17.2,4.8,4.4,10,11.2
"hsa-miR-548av-5p",7,5.5,14.5,49.5,19,10.5,39.5,37.5
"hsa-miR-548aw",0,0,0,0,0,0,0,0
"hsa-miR-548ax",0,0,0,0,0,0,0,0
"hsa-miR-548ay-3p",0,0,0,3,0,2,1,0
"hsa-miR-548ay-5p",0,1,1.66666666666667,6,1.33333333333333,3.66666666666667,1.66666666666667,3
